F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,Number of Defects
7,3,3,2,5,33,137,10,3,1,11,4
7,2,3,1,6,33,135,10,3,1,10,4
6,2,3,1,5,33,127,10,3,1,11,5
7,2,4,2,4,33,101,10,3,1,11,5
7,2,4,2,4,33,101,10,3,1,11,5
5,3,0,7,3,33,163,10,3,1,10,4
6,3,3,2,12,33,104,10,3,0,10,4
7,3,3,1,4,33,128,10,3,0,12,5
6,2,3,10,6,33,152,10,3,0,10,4
8,6,5,11,24,33,227,10,3,1,9,1
7,2,3,5,3,33,104,10,3,1,9,5
8,2,3,3,4,33,125,10,3,0,11,5
7,2,4,2,5,33,96,10,3,0,10,6
8,5,3,8,4,33,216,10,3,1,10,3
6,6,5,13,5,33,182,10,3,0,9,4
8,3,3,5,3,33,117,10,3,0,12,5
6,3,3,2,3,33,134,10,3,0,11,4
7,2,4,2,4,33,187,10,3,0,11,5
7,2,7,7,4,33,168,10,3,0,9,4
6,2,3,7,3,33,123,10,3,0,10,4
8,2,7,4,4,33,130,10,3,0,12,4
8,2,7,4,4,33,130,10,3,0,12,4
14,3,5,1,4,33,156,10,3,1,11,4
7,3,5,1,4,33,156,10,3,1,11,4
8,1,5,5,5,33,152,10,3,0,11,4
8,3,7,2,3,33,156,10,3,1,13,4
8,3,7,2,3,33,156,10,3,1,13,4
9,4,3,6,6,33,128,10,3,1,12,4
8,2,2,7,5,33,160,10,3,1,10,4
8,4,10,20,4,33,148,10,3,0,12,4
8,3,4,10,4,33,169,10,3,1,9,4
8,2,3,5,5,33,87,10,3,0,10,3
8,3,4,10,4,33,169,10,3,1,9,4
6,2,3,2,4,33,93,10,3,0,11,4
8,4,3,5,5,33,102,10,3,1,12,5
8,4,3,10,6,33,181,10,3,0,11,4
8,4,3,10,6,33,181,10,3,0,11,4
7,2,3,3,5,33,99,10,3,0,11,4
8,3,3,18,8,33,139,10,3,0,9,3
8,3,3,18,8,33,139,10,3,0,9,3
7,3,2,5,5,33,180,10,3,0,12,4
7,3,2,5,5,33,180,10,3,0,12,4
9,2,3,7,4,33,150,10,3,0,10,4
8,3,4,9,5,33,146,10,3,0,9,3
8,3,3,9,4,33,181,10,3,0,11,3
8,2,3,1,5,33,106,10,3,1,11,4
7,3,3,4,4,33,170,10,3,1,10,4
8,1,3,1,3,33,93,10,3,1,11,4
6,2,5,1,3,33,115,10,3,1,10,4
7,2,3,15,5,33,118,10,3,1,9,4
7,2,3,15,5,33,118,10,3,1,9,4
7,2,3,15,5,33,118,10,3,1,9,4
7,2,3,7,4,33,121,10,3,0,12,6
6,2,3,11,4,33,124,10,3,0,9,4
7,2,4,1,2,33,132,10,3,1,12,4
7,2,4,3,3,33,78,10,3,1,11,4
7,2,4,3,3,33,78,10,3,1,11,4
8,4,5,15,5,33,151,10,3,1,10,3
6,2,3,4,5,33,126,10,3,0,9,4
6,2,3,2,2,33,96,10,3,1,13,5
6,3,3,2,5,33,142,10,3,0,13,5
6,2,3,10,4,33,98,10,3,0,9,4
8,3,2,7,3,33,143,10,3,0,11,3
6,6,0,2,2,33,96,10,3,0,12,4
7,3,3,8,3,33,122,10,3,1,13,5
7,3,3,8,3,33,122,10,3,1,13,5
7,1,3,14,6,33,95,10,3,0,9,4
5,5,2,2,4,33,106,10,3,1,14,5
5,5,2,2,4,33,106,10,3,1,14,5
6,2,3,3,3,33,125,10,3,0,10,4
6,2,3,3,3,33,125,10,3,0,10,4
7,4,3,5,4,33,112,10,3,1,12,5
6,3,3,8,3,33,139,10,3,0,11,4
7,2,3,18,5,33,154,10,3,0,9,5
7,2,3,18,5,33,154,10,3,0,9,5
7,4,3,10,5,33,134,10,3,0,10,3
7,2,4,1,6,33,101,10,3,0,10,4
6,4,2,18,7,33,158,10,3,1,9,4
6,4,2,18,7,33,158,10,3,1,9,4
6,3,3,12,6,33,171,10,3,1,9,4
7,2,3,14,6,33,168,10,3,0,9,5
7,2,3,14,6,33,168,10,3,0,9,5
7,2,3,14,6,33,168,10,3,0,9,5
7,2,3,14,6,33,168,10,3,0,9,5
7,2,3,14,6,33,168,10,3,0,9,5
7,2,3,14,6,33,168,10,3,0,9,5
7,2,3,14,6,33,168,10,3,0,9,5
7,3,4,11,4,33,139,10,3,1,10,4
6,3,2,12,5,33,201,10,3,1,10,4
7,3,3,4,4,33,114,10,3,0,13,4
7,2,3,2,5,33,103,10,3,0,12,3
7,3,3,4,4,33,114,10,3,0,13,4
7,4,2,5,4,33,115,10,3,0,13,5
7,4,2,5,4,33,115,10,3,0,13,5
6,3,3,7,5,33,143,10,3,1,11,4
7,4,3,5,4,33,166,10,3,0,12,4
6,6,1,5,6,33,196,10,3,0,9,3
7,3,3,13,4,33,116,10,3,1,10,4
6,3,3,2,3,33,118,10,3,1,13,4
6,3,2,18,5,33,184,10,3,1,9,3
6,3,3,1,3,33,97,10,3,1,11,4
6,2,3,2,3,33,122,10,3,1,12,4
7,3,1,8,4,34,133,10,3,1,10,3
7,2,3,1,5,34,114,10,3,1,11,4
7,1,3,14,5,34,109,10,3,0,9,4
7,2,3,5,6,34,125,10,3,0,10,3
5,6,1,7,4,34,149,10,3,1,10,3
5,6,1,7,4,34,145,10,3,1,10,4
9,6,4,2,7,34,182,10,3,0,9,1
6,3,3,1,5,34,175,10,3,1,9,4
7,3,3,5,3,34,134,10,3,0,11,4
7,3,3,5,3,34,134,10,3,0,11,4
6,3,4,5,3,34,101,10,3,1,13,6
6,3,3,2,5,34,127,10,3,1,11,5
6,2,3,1,4,34,128,10,3,0,10,3
6,3,3,2,5,34,127,10,3,1,11,5
6,2,6,10,8,34,126,10,3,0,9,3
7,4,3,3,4,34,200,10,3,1,10,3
7,2,3,5,3,34,132,10,3,0,10,5
8,3,3,9,4,34,115,10,3,0,10,5
6,3,5,2,5,34,134,10,3,1,10,4
6,3,5,2,5,34,134,10,3,1,10,4
6,1,3,5,3,34,140,10,3,1,11,4
6,3,3,13,5,34,189,10,3,0,9,2
6,2,3,12,5,34,163,10,3,0,10,3
6,3,1,6,4,34,190,10,3,1,10,3
6,2,3,12,5,34,134,10,3,0,10,4
8,4,3,9,6,34,199,10,3,1,9,4
7,2,4,2,4,34,125,10,3,1,11,5
6,4,1,6,4,34,185,10,3,1,10,3
7,3,4,19,4,34,157,10,3,1,9,3
7,2,17,2,2,34,113,10,3,1,12,4
6,5,1,5,5,34,144,10,3,1,10,3
7,2,2,5,5,34,104,10,3,0,9,3
7,2,3,2,6,34,110,10,4,1,11,4
7,2,4,6,4,34,161,10,3,1,12,2
7,3,3,3,4,34,108,10,3,1,13,6
7,2,3,2,6,34,110,10,4,1,11,4
8,4,3,4,4,34,108,10,3,0,13,6
5,3,0,7,3,34,163,10,3,1,10,3
7,3,3,2,4,34,90,10,3,1,11,5
7,3,3,2,4,34,90,10,3,1,11,5
8,4,4,5,4,34,101,10,3,1,12,5
7,1,3,12,5,34,106,10,4,0,9,4
6,2,3,6,3,34,129,10,4,0,10,3
7,2,4,2,5,34,105,10,3,0,13,6
7,2,5,1,5,34,140,10,3,0,13,4
7,2,5,5,4,34,125,10,3,0,12,4
8,2,5,2,4,34,169,10,3,0,10,3
7,2,5,1,4,34,136,10,3,1,11,4
8,2,5,2,4,34,169,10,3,0,10,3
9,3,5,1,4,34,147,10,3,0,10,3
8,4,5,8,6,34,162,10,3,1,11,4
7,3,3,14,3,34,131,10,3,1,12,5
7,2,2,6,5,34,231,10,3,1,10,4
7,2,2,6,5,34,231,10,3,1,10,4
7,5,2,15,3,34,153,10,3,1,12,5
7,5,2,15,3,34,153,10,3,1,12,5
9,5,6,18,5,34,243,10,3,1,9,3
10,9,4,2,6,34,181,10,3,0,10,2
7,4,3,14,3,34,137,10,3,0,12,4
6,2,3,8,3,34,124,10,3,0,10,3
7,1,3,5,8,34,172,10,3,0,11,5
10,10,5,1,5,34,185,10,3,0,10,2
7,2,3,2,5,34,132,10,3,0,11,3
10,9,5,9,5,34,187,10,3,1,10,2
9,2,4,11,4,34,145,10,3,0,10,3
7,2,3,1,4,34,101,10,4,1,11,5
7,4,5,1,16,34,132,10,3,1,9,4
7,4,5,1,16,34,132,10,3,1,9,4
7,2,6,15,5,34,159,10,3,0,9,3
7,2,6,15,5,34,159,10,3,0,9,3
7,2,3,2,4,34,116,10,3,0,12,5
7,3,3,2,4,34,130,10,3,1,11,6
8,3,3,5,5,34,150,10,3,1,10,4
8,3,3,1,6,34,176,10,3,1,10,3
7,3,3,5,3,34,148,10,3,0,12,5
9,3,3,12,3,34,177,10,3,0,11,3
7,2,3,2,4,34,121,10,3,0,11,4
7,2,3,2,4,34,121,10,3,0,11,4
7,3,3,2,4,34,114,10,3,0,11,5
6,2,3,1,3,34,89,10,3,0,11,5
7,3,4,10,3,34,124,10,3,0,12,4
7,3,4,2,3,34,111,10,3,0,12,5
7,2,4,6,4,34,115,10,3,1,11,4
7,3,4,7,4,34,116,10,3,0,12,6
6,4,3,2,2,34,97,10,3,0,13,5
7,3,3,8,4,34,177,10,3,0,9,3
8,2,3,11,3,34,105,10,3,0,12,4
7,3,3,7,6,34,104,10,3,0,11,3
6,3,3,2,4,34,126,10,3,0,12,4
9,2,3,5,3,34,120,10,3,0,11,3
7,4,4,12,3,34,214,10,3,1,10,4
7,4,4,12,3,34,214,10,3,1,10,4
7,3,3,9,6,34,178,10,3,0,10,4
6,3,3,5,4,34,94,10,3,1,13,5
7,2,5,18,5,34,125,10,3,0,9,4
6,3,3,2,1,34,89,10,3,1,13,5
7,3,4,2,4,34,126,10,3,0,12,4
5,5,2,3,4,34,128,10,3,1,13,6
5,5,2,3,4,34,128,10,3,1,13,6
9,2,3,1,3,34,95,10,3,0,10,2
6,2,5,2,16,34,74,10,3,0,13,4
6,3,2,4,4,34,132,10,3,0,11,3
6,3,2,3,5,34,113,10,3,0,8,3
6,3,2,3,5,34,113,10,3,0,8,3
7,3,3,7,5,34,143,10,3,1,12,4
7,3,3,7,5,34,143,10,3,1,12,4
7,3,3,4,4,34,88,10,3,1,13,5
7,3,3,4,4,34,88,10,3,1,13,5
7,3,3,4,4,34,88,10,3,1,13,5
7,2,3,3,4,34,90,10,3,0,11,4
7,2,3,3,4,34,90,10,3,0,11,4
6,3,5,7,5,34,149,10,3,1,10,3
6,3,3,3,4,34,137,10,3,0,13,4
7,2,3,1,6,34,166,10,3,0,11,4
6,3,3,3,4,34,137,10,3,0,13,4
7,2,3,1,4,34,97,10,3,1,11,4
6,3,2,4,5,34,149,10,3,1,11,3
8,2,3,1,5,34,84,10,3,0,11,4
8,2,3,1,5,34,84,10,3,0,11,4
7,3,7,1,17,34,121,10,3,0,9,4
6,7,1,8,4,34,144,10,3,0,10,4
6,7,1,8,4,34,144,10,3,0,10,4
6,3,3,5,5,34,116,10,3,0,11,4
7,2,3,1,5,34,181,10,3,0,9,5
6,3,1,6,4,34,142,10,3,0,10,3
6,4,4,3,4,34,117,10,3,1,12,5
5,2,3,12,3,34,118,10,3,1,9,4
5,2,3,12,3,34,118,10,3,1,9,4
7,2,4,1,5,35,146,10,3,0,10,4
7,2,4,1,4,35,111,10,3,1,11,5
6,3,3,1,3,35,105,10,3,0,11,5
6,3,3,1,3,35,105,10,3,0,11,5
5,6,1,8,3,35,164,10,4,1,13,6
7,3,4,9,3,35,137,10,3,0,10,4
6,2,4,2,4,35,107,10,3,1,11,4
6,2,4,2,4,35,107,10,3,1,11,4
7,2,4,18,5,35,144,10,3,0,9,3
7,2,4,18,5,35,144,10,3,0,9,3
7,3,3,14,7,35,189,10,3,1,9,5
7,3,3,14,7,35,189,10,3,1,9,5
7,3,3,14,7,35,189,10,3,1,9,5
7,3,3,14,7,35,189,10,3,1,9,5
7,3,5,2,4,35,127,10,3,1,10,5
6,4,2,1,4,35,136,10,3,0,10,3
7,3,4,2,5,35,135,10,3,0,11,4
9,2,3,13,4,35,169,10,3,0,9,5
9,2,3,13,4,35,169,10,3,0,9,5
9,2,3,13,4,35,169,10,3,0,9,5
9,2,4,2,4,35,125,10,3,0,11,5
9,2,4,2,4,35,125,10,3,0,11,5
7,5,2,10,9,35,197,10,3,0,9,3
7,2,4,15,5,35,178,10,3,0,9,4
10,4,4,3,4,35,167,10,3,0,9,3
6,3,4,8,5,35,192,10,3,0,9,3
6,3,4,8,5,35,192,10,3,0,9,3
7,2,4,4,2,35,116,10,3,1,11,3
7,4,4,3,4,35,128,10,3,0,14,5
7,4,4,3,4,35,128,10,3,0,14,5
8,2,4,2,3,35,110,10,3,1,13,5
8,4,4,6,4,35,162,10,3,0,12,5
7,4,3,2,5,35,103,10,3,0,12,6
7,1,3,1,5,35,140,10,3,0,10,5
7,3,4,13,5,35,200,10,3,0,9,5
7,3,4,13,5,35,200,10,3,0,9,5
7,3,4,13,5,35,200,10,3,0,9,5
7,3,4,13,5,35,200,10,3,0,9,5
7,3,5,1,4,35,156,10,3,1,11,3
7,3,5,1,4,35,156,10,3,1,11,3
6,3,5,1,6,35,92,10,3,0,12,4
6,3,5,1,6,35,92,10,3,0,12,4
7,3,5,1,4,35,126,10,3,0,12,5
7,3,5,5,3,35,156,10,3,0,10,4
7,2,5,1,3,35,148,10,3,1,11,5
7,3,7,5,4,35,157,10,3,0,10,3
8,3,3,32,5,35,176,10,3,0,9,4
8,3,3,32,5,35,176,10,3,0,9,4
7,3,3,5,14,35,163,10,3,0,9,3
7,2,3,3,4,35,132,10,3,0,11,4
6,3,3,2,4,35,175,10,3,0,12,4
7,3,2,7,12,35,116,10,3,0,9,3
7,3,2,7,12,35,116,10,3,0,9,3
6,3,2,7,4,35,162,10,3,1,10,4
6,3,2,7,4,35,162,10,3,1,10,4
7,3,1,12,3,35,165,10,3,0,9,3
7,3,1,12,3,35,165,10,3,0,9,3
7,2,2,6,5,35,240,10,3,1,10,4
6,2,2,2,5,35,163,10,3,1,10,4
7,3,3,8,5,35,143,10,3,0,9,3
8,4,6,15,5,35,256,10,3,1,9,3
7,3,3,8,5,35,143,10,3,0,9,3
8,4,6,15,5,35,256,10,3,1,9,3
7,3,4,7,6,35,208,10,4,1,10,3
6,3,2,2,6,35,128,10,3,0,9,3
8,4,3,10,6,35,178,10,3,1,10,3
7,2,3,1,6,35,136,10,4,1,10,4
7,4,1,12,4,35,228,10,3,1,9,3
7,2,2,2,5,35,133,10,3,0,10,4
6,2,3,6,3,35,152,10,3,0,9,4
7,2,3,2,3,35,136,10,3,1,11,5
6,3,2,1,5,35,124,10,3,0,9,3
7,2,3,1,3,35,138,10,3,1,12,5
7,2,3,1,3,35,138,10,3,1,12,5
7,3,3,7,7,35,156,10,3,0,9,4
7,2,3,2,3,35,128,10,3,0,11,4
7,4,3,11,5,35,135,10,3,0,12,6
6,2,3,20,8,35,157,10,3,1,9,3
6,2,3,20,8,35,157,10,3,1,9,3
7,3,3,9,5,35,154,10,3,1,10,4
6,3,3,2,3,35,138,10,3,0,13,4
7,3,3,1,4,35,158,10,3,1,11,4
7,3,4,4,3,35,91,10,3,0,12,3
7,2,4,3,3,35,89,10,3,1,11,5
8,2,5,1,5,35,140,10,3,0,12,4
6,2,4,9,4,35,127,10,3,0,11,5
6,2,4,9,4,35,127,10,3,0,11,5
6,2,4,9,4,35,127,10,3,0,11,5
7,3,4,3,4,35,86,10,3,0,13,5
7,2,1,4,18,35,168,10,3,0,9,4
7,2,1,4,18,35,168,10,3,0,9,4
7,5,3,5,4,35,96,10,3,0,12,5
7,3,3,8,3,35,112,10,3,0,12,4
7,4,3,10,4,35,91,10,3,0,12,4
8,3,3,8,3,35,115,10,3,0,12,4
7,2,3,1,4,35,106,10,3,1,12,3
7,4,3,2,4,35,115,10,3,0,14,5
7,3,4,15,5,35,161,10,3,1,11,3
7,4,5,9,6,35,167,10,3,0,9,3
7,4,5,9,6,35,167,10,3,0,9,3
6,3,5,8,5,35,200,10,3,1,9,2
7,3,5,8,5,35,192,10,3,1,10,4
6,3,5,8,5,35,200,10,3,1,9,2
7,3,5,8,5,35,192,10,3,1,10,4
7,3,3,8,3,35,124,10,3,1,13,5
7,3,3,8,3,35,124,10,3,1,13,5
7,2,4,1,6,35,100,10,3,0,9,3
8,2,3,2,5,35,107,10,3,0,11,4
6,2,3,4,4,35,158,10,3,0,12,5
6,3,3,2,4,35,113,10,3,1,11,4
6,3,3,6,5,35,178,10,3,1,11,3
7,2,2,12,5,35,146,10,3,1,9,3
7,2,2,12,5,35,146,10,3,1,9,3
6,2,5,6,7,35,182,10,3,0,10,3
6,2,5,6,7,35,182,10,3,0,10,3
6,2,3,2,4,35,100,10,3,1,11,4
5,1,3,1,4,35,90,10,4,0,11,4
7,3,3,2,5,35,147,10,3,1,13,4
6,1,2,1,6,35,121,10,3,0,11,4
6,2,3,2,4,35,105,10,3,0,12,4
6,4,5,6,5,35,146,10,3,1,11,4
7,5,2,4,4,35,131,10,3,1,13,5
6,3,3,1,4,35,101,10,3,0,11,5
8,2,4,1,5,35,150,10,3,0,11,3
6,5,5,2,4,35,96,10,3,1,12,4
6,2,3,2,3,35,100,10,3,1,12,4
6,3,2,8,5,35,111,10,3,0,10,4
7,2,5,2,4,35,165,10,3,0,11,4
6,4,3,2,3,35,95,10,3,1,12,5
7,3,3,4,8,36,216,10,3,1,10,3
9,6,4,16,6,36,367,10,3,1,11,1
8,2,4,1,3,36,121,10,3,0,11,4
6,3,4,2,5,36,114,10,3,1,10,2
7,1,4,5,5,36,108,10,3,0,10,4
7,3,4,19,4,36,156,10,3,0,9,3
7,3,4,19,4,36,156,10,3,0,9,3
5,6,1,7,5,36,147,10,3,1,10,4
6,3,6,5,4,36,114,10,3,1,12,6
6,4,0,2,6,36,87,10,3,1,11,4
6,4,0,2,6,36,87,10,3,1,11,4
6,3,3,5,4,36,148,10,3,0,10,4
7,2,4,8,3,36,135,10,3,0,11,3
7,2,4,8,3,36,135,10,3,0,11,3
8,3,5,2,5,36,178,10,3,1,11,4
8,3,5,2,5,36,178,10,3,1,11,4
6,2,4,2,3,36,117,10,3,1,10,4
7,3,4,1,18,36,160,10,3,1,9,4
6,4,2,6,4,36,198,10,3,1,10,4
6,4,2,6,4,36,191,10,3,1,10,3
6,3,3,5,4,36,168,10,3,1,10,4
7,2,2,6,5,36,117,10,3,0,10,4
7,2,4,7,4,36,167,10,3,1,10,4
7,1,4,5,4,36,137,10,3,1,10,5
6,3,2,13,3,36,152,10,3,0,10,4
6,4,4,5,4,36,116,10,3,1,13,4
7,3,3,4,7,36,202,10,3,1,10,3
7,2,3,1,5,36,159,10,3,0,9,4
7,3,3,5,2,36,135,10,3,1,11,5
6,4,2,8,3,36,216,10,3,1,10,4
7,3,3,5,2,36,135,10,3,1,11,5
8,4,4,7,3,36,141,10,3,0,13,5
7,3,3,7,6,36,174,10,3,1,11,5
8,3,3,4,3,36,116,10,3,0,12,6
7,4,4,1,4,36,113,10,3,0,13,6
7,4,3,9,4,36,152,10,3,0,12,5
10,3,7,10,6,36,225,10,3,0,10,2
7,3,5,5,3,36,158,10,3,0,10,4
8,2,5,5,5,36,157,10,3,0,11,4
8,2,5,5,5,36,157,10,3,0,11,4
8,2,5,18,5,36,158,10,3,0,9,3
7,3,7,5,4,36,159,10,3,0,10,3
6,2,3,2,5,36,127,10,4,1,10,5
8,3,3,6,5,36,163,10,3,1,12,4
8,4,3,5,4,36,109,10,3,1,12,5
8,4,3,5,4,36,109,10,3,1,12,5
6,5,1,3,5,36,146,10,3,1,9,4
7,2,3,3,4,36,102,10,3,0,12,4
7,2,3,12,5,36,125,10,3,1,9,4
7,2,3,12,5,36,125,10,3,1,9,4
7,2,2,4,5,36,138,10,3,1,11,5
7,2,4,2,3,36,134,10,3,0,13,5
9,3,3,2,5,36,139,10,3,0,9,3
9,3,3,2,5,36,139,10,3,0,9,3
6,3,2,1,6,36,126,10,3,0,9,4
7,3,4,10,4,36,130,10,3,1,10,4
6,2,3,2,3,36,141,10,4,1,11,4
8,3,4,7,4,36,156,10,3,1,11,4
8,3,4,7,4,36,156,10,3,1,11,4
7,3,3,5,3,36,140,10,3,0,12,5
7,3,2,10,5,36,131,10,3,0,10,3
8,3,3,19,5,36,174,10,3,1,10,3
8,2,3,2,3,36,136,10,3,1,10,5
7,3,3,2,1,36,100,10,3,0,12,5
9,1,4,1,3,36,84,10,3,1,12,4
6,2,3,7,3,36,91,10,3,0,13,5
7,2,5,16,5,36,182,10,3,0,9,4
7,2,4,2,3,36,95,10,3,1,12,4
6,2,2,2,5,36,135,10,4,1,11,4
7,2,3,2,4,36,123,10,3,0,11,4
7,2,3,2,3,36,92,10,3,1,12,5
7,2,3,2,3,36,92,10,3,1,12,5
8,1,4,1,3,36,86,10,3,1,12,4
7,1,4,13,4,36,105,10,3,1,11,4
7,1,4,13,4,36,105,10,3,1,11,4
7,1,4,13,4,36,105,10,3,1,11,4
7,3,5,8,4,36,156,10,3,1,9,4
6,3,4,2,2,36,116,10,3,0,13,4
6,3,4,6,3,36,118,10,3,0,12,5
7,2,4,5,4,36,123,10,3,1,11,4
7,3,3,4,3,36,92,10,3,1,13,6
6,2,3,5,3,36,93,10,3,0,14,5
6,2,3,1,3,36,95,10,3,1,13,5
7,2,3,1,5,36,112,10,3,1,11,4
6,2,2,2,4,36,106,10,3,0,11,4
7,2,2,1,6,36,191,10,3,1,10,4
6,2,3,1,5,36,131,10,3,0,10,3
7,2,2,1,6,36,191,10,3,1,10,4
5,4,3,7,3,36,120,10,3,0,12,4
5,4,3,7,3,36,120,10,3,0,12,4
5,4,3,7,3,36,120,10,3,0,12,4
8,3,3,2,3,36,109,10,3,0,12,4
6,3,2,16,6,36,176,10,3,1,9,3
6,3,2,16,6,36,176,10,3,1,9,3
7,4,4,9,5,36,148,10,3,1,9,3
7,4,4,9,5,36,148,10,3,1,9,3
6,3,2,18,7,36,161,10,3,1,9,3
6,3,2,18,7,36,161,10,3,1,9,3
6,2,2,7,5,36,110,10,3,0,10,4
6,2,2,7,5,36,110,10,3,0,10,4
5,2,2,7,5,36,110,10,3,0,10,4
7,2,4,1,6,36,104,10,3,0,9,3
7,3,2,5,10,36,127,10,3,0,10,4
7,3,5,1,4,36,122,10,3,0,11,5
7,3,9,1,17,36,99,10,3,1,9,3
8,3,4,1,5,36,140,10,3,0,11,3
7,2,3,2,4,36,116,10,3,1,11,5
8,3,3,2,4,36,129,10,3,0,11,4
7,3,5,16,5,36,139,10,3,1,10,4
7,3,7,1,18,36,106,10,3,0,9,4
7,3,7,1,18,36,106,10,3,0,9,4
7,2,3,2,4,36,110,10,3,1,12,4
6,3,2,10,4,36,119,10,3,0,11,4
6,3,2,10,4,36,119,10,3,0,11,4
7,3,3,1,3,36,111,10,3,0,12,4
6,3,3,19,5,36,174,10,3,1,9,3
6,3,3,19,5,36,174,10,3,1,9,3
6,3,3,19,5,36,174,10,3,1,9,3
8,3,3,2,5,36,175,10,3,1,11,4
6,3,3,4,3,36,105,10,3,1,13,4
6,3,3,4,3,36,105,10,3,1,13,4
6,3,3,4,3,36,105,10,3,1,13,4
6,4,2,5,4,36,119,10,3,0,11,4
6,3,5,9,6,36,221,10,3,0,9,3
6,1,3,1,4,36,83,10,3,0,11,5
7,2,3,11,4,36,122,10,3,0,11,4
6,3,3,4,4,36,133,10,3,0,11,4
6,3,1,6,4,36,138,10,3,0,10,3
7,2,3,1,4,36,86,10,3,1,11,4
7,3,4,2,3,37,114,10,3,1,12,5
7,2,3,12,4,37,213,10,3,1,10,4
7,3,3,1,5,37,187,10,3,1,10,3
6,3,4,1,4,37,114,10,3,0,11,4
6,2,4,2,5,37,158,10,3,1,9,4
8,3,4,4,4,37,149,10,3,0,10,4
6,3,2,6,4,37,143,10,3,1,10,4
7,2,3,5,3,37,135,10,3,0,11,3
7,2,3,9,5,37,222,10,3,1,10,4
7,2,3,9,5,37,221,10,3,1,10,4
7,2,3,9,5,37,221,10,3,1,10,4
7,2,3,9,5,37,222,10,3,1,10,4
7,2,3,9,5,37,221,10,3,1,10,4
6,3,3,2,3,37,136,10,3,1,11,5
8,2,7,11,5,37,133,10,3,0,9,3
8,2,7,11,5,37,133,10,3,0,9,3
6,1,3,1,5,37,173,10,3,0,10,4
7,3,3,7,5,37,157,10,3,0,9,3
7,2,3,1,4,37,97,10,3,1,10,4
6,2,5,1,13,37,110,10,3,0,9,4
8,2,3,5,4,37,171,10,3,0,9,2
7,2,4,2,3,37,93,10,3,0,11,4
5,4,1,14,4,37,142,10,3,0,10,4
6,2,2,4,4,37,116,10,3,1,11,4
8,6,3,12,3,37,116,10,3,0,11,4
8,6,3,12,3,37,116,10,3,0,11,4
11,2,6,8,4,37,181,10,3,1,10,4
11,2,6,8,4,37,181,10,3,1,10,4
8,4,5,13,3,37,158,10,3,0,11,4
8,4,5,13,3,37,158,10,3,0,11,4
8,4,5,13,3,37,158,10,3,0,11,4
8,5,5,14,3,37,156,10,3,0,12,5
8,5,5,14,3,37,156,10,3,0,12,5
8,4,5,13,3,37,158,10,3,0,11,4
7,3,5,4,5,37,136,10,3,0,9,4
7,3,5,4,5,37,136,10,3,0,9,4
6,3,5,6,4,37,161,10,3,1,10,4
8,4,3,8,4,37,122,10,3,0,12,3
7,3,3,9,4,37,128,10,3,0,11,6
8,6,4,13,21,37,213,10,3,1,9,3
7,2,3,2,4,37,102,10,3,1,11,5
7,2,3,2,4,37,102,10,3,1,11,5
8,3,3,7,3,37,154,10,3,0,11,3
7,2,3,1,5,37,135,10,3,1,10,5
8,2,3,5,9,37,133,10,3,0,9,3
7,2,5,1,6,37,160,10,3,0,11,3
7,3,3,11,4,37,146,10,3,0,10,3
6,3,2,15,6,37,162,10,3,0,9,2
6,3,2,15,6,37,162,10,3,0,9,2
7,2,4,5,4,37,144,10,4,1,10,4
7,3,3,11,4,37,184,10,3,1,10,5
7,2,3,10,8,37,122,10,3,0,9,3
7,3,3,7,4,37,175,10,3,0,11,4
7,4,4,14,5,37,194,10,3,1,9,4
7,3,3,3,3,37,107,10,3,1,11,5
7,3,3,3,3,37,107,10,3,1,11,5
7,3,3,3,3,37,107,10,3,1,11,5
7,4,3,10,5,37,131,10,3,0,12,6
7,4,3,10,5,37,131,10,3,0,12,6
7,4,5,10,5,37,151,10,3,0,9,3
7,4,5,10,5,37,151,10,3,0,9,3
8,2,4,1,4,37,154,10,3,0,12,3
7,2,3,7,4,37,125,10,3,0,10,3
6,2,4,1,3,37,97,10,3,1,11,4
6,1,3,1,3,37,94,10,3,1,12,4
6,2,3,4,4,37,117,10,3,0,11,4
6,2,3,4,4,37,117,10,3,0,11,4
6,2,4,2,4,37,122,10,3,0,12,4
6,2,3,4,4,37,117,10,3,0,11,4
6,2,4,17,4,37,130,10,3,0,9,4
6,2,4,17,4,37,130,10,3,0,9,4
6,2,4,17,4,37,130,10,3,0,9,4
6,2,4,17,4,37,130,10,3,0,9,4
6,2,4,17,4,37,130,10,3,0,9,4
7,4,4,9,4,37,125,10,3,0,12,6
6,4,3,3,4,37,92,10,3,1,13,5
8,3,3,3,6,37,115,10,3,0,10,3
8,3,3,3,6,37,115,10,3,0,10,3
5,3,2,4,3,37,100,10,3,0,12,6
7,3,3,8,3,37,113,10,3,0,12,6
6,1,2,6,4,37,127,10,3,1,10,4
7,3,3,4,4,37,97,10,3,1,13,6
7,3,3,4,4,37,97,10,3,1,13,6
7,2,4,2,4,37,107,10,3,1,12,5
7,2,3,8,5,37,107,10,3,0,11,5
7,3,3,7,3,37,122,10,3,1,13,5
7,2,3,9,3,37,122,10,3,0,13,6
7,2,3,9,3,37,122,10,3,0,13,6
6,2,2,4,3,37,150,10,3,0,12,5
6,3,3,3,4,37,144,10,3,0,13,5
6,3,3,3,4,37,144,10,3,0,13,5
6,3,5,3,3,37,94,10,3,1,12,4
6,3,3,2,3,37,81,10,3,0,12,4
